avl_add,avl_rem,rn_add,rn_rem,b1_add,b1_rem,b5_add,b5_rem,b10_add,b10_rem
18885.301,16090.500,9664.900,9462.200,8773.400,7827.000,4323.900,3773.000,3723.700,3053.200
